ID,Instruction,Input,Output,Category,Subcategory,IncorrectOutput
1127,Generate a Python script to sort an array of strings in case-insensitive order.,"[""Apple"", ""banana"", ""APple""]","def sort_strings(arr):
    arr_lower = [element.lower() for element in arr]
    sorted_lower = sorted(arr_lower)

    sorted_arr = [arr[arr_lower.index(element)] for element in sorted_lower]

    return sorted_arr

arr = [""Apple"", ""banana"", ""APple""]
sorted_arr = sort_strings(arr)
print(sorted_arr) # prints [""APple"", ""Apple"", ""banana""]",Sorting,sort,"define sort_strings(arr):
    arr_lower = [element.lower() for element in arr]
    sorted_lower = sorted(arr_lower)

    sorted_arr = [arr[arr_lower.index(element)] for element in sorted_lower]

    return sorted_arr

arr = [""Apple"", ""banana"", ""APple""]
sorted_arr = sort_strings(arr)
print(sorted_arr) # prints [""APple"", ""Apple"", ""banana""]"
1128,Create a sorting algorithm in Python to organize a given array of numbers.,"Array of numbers: [3, 5, 4, 1, 6]","def bubbleSort(nums): 
    for i in range(len(nums)-1): 
        for j in range(0, len(nums)-i-1): 
            if nums[j] > nums[j+1] : 
                nums[j], nums[j+1] = nums[j+1], nums[j] 
    return nums
  
arr = [3, 5, 4, 1, 6]
print (bubbleSort(arr))",Sorting,sorting,"define bubbleSort(nums) 
    for i in range(len(nums)-1) 
        for j in range(0, len(nums)-i-1) 
            if nums[j] > nums[j+1]  
                nums[j], nums[j+1] = nums[j+1], nums[j] 
    return nums
  
arr = [3, 5, 4, 1, 6]
print (bubbleSort(arr))"
1129,Create a Python script that takes a dictionary as an argument and prints the value of each key-value pair.,,"def print_dict(dct):
    for key, value in dct.items():
        print('Key:', key, ', Value:', value)

example_dict = { 'a' : 1, 'b' : 2, 'c' : 3 }
print_dict(example_dict)",Data Structures,dictionary,"def print_dict(dct)
    for key, value in dct.items()
        print('Key', key, ', Value', value)

example_dict = { 'a'  1, 'b'  2, 'c'  3 }
print_dict(example_dict)"
1130,Create a class in Python with a constructor that initializes 3 variables and a method that prints the values of these variables.,,"class Example:
    def __init__(self, a, b, c):
        self.a = a
        self.b = b
        self.c = c
    
    def print_values(self):
        print(self.a, self.b, self.c)

example = Example(10, 20, 30)
example.print_values()",Object-Oriented Programming,class,"class Example
    define __init__(self, a, b, c)
        self.a = a
        self.b = b
        self.c = c
    
    define print_values(self)
        print(self.a, self.b, self.c)

example = Example(10, 20, 30)
example.print_values()"
1131,Create a Python program to classify a set of numbers into odd and even.,"[1, 2, 3, 4, 5]","def classify_odd_even(input_list):
    odd_nums = []
    even_nums = []
    for item in input_list:
        if item % 2 == 0:
            even_nums.append(item)
        else:
            odd_nums.append(item)

    return odd_nums, even_nums

input_list = [1, 2, 3, 4, 5]
odd_nums, even_nums = classify_odd_even(input_list)
print(""Odd Numbers: "", odd_nums)
print(""Even Numbers: "", even_nums)",Syntax,set,"def classify_odd_even(input_list):
    odd_nums = []
    even_nums = []
    for item in input_list:
        if item % 2 == 0:
            even_nums.append(item)
        else:
            odd_nums.append(item)

    return odd_nums, even_nums

input_list = [1, 2, 3, 4, 5]
odd_nums, even_nums = classify_odd_even(input_list)
prit(""Odd Numbers: "", odd_nums)
prit(""Even Numbers: "", even_nums)"
1132,Can you write a function in Python that takes in a 2-dimensional array of integers and returns the lowest element in the array?,"[[3, 4, 5], [2, 7, 8], [12, 1, 9]]","def find_min(matrix): 
    result = float('inf') 
    for row in matrix: 
        result = min(result, min(row))
    return result 

matrix = [[3, 4, 5], [2, 7, 8], [12, 1, 9]]
print(find_min(matrix)) # Output: 1",Scientific Computing,array,"def find_min(matrix): 
    result = float('inf') 
    fr row in matrix: 
        result = min(result, min(row))
    return result 

matrix = [[3, 4, 5], [2, 7, 8], [12, 1, 9]]
print(find_min(matrix)) # Output: 1"
1133,Create a Python program to read an array of integers and calculate their sum.,"[1, 3, 5, 7]","def calculate_sum(arr):
  sum = 0

  for i in arr:
    sum += i

  return sum

input_array = [1, 3, 5, 7]

result = calculate_sum(input_array)

print(result) # prints 16",File Handling,read,"def calculate_sum(arr):
  sum = 0

  for i in arr:
    sum += i

  retrn sum

input_array = [1, 3, 5, 7]

result = calculate_sum(input_array)

print(result) # prints 16"
1134,Construct a Python function that takes in three strings as parameters and returns a list containing sorted versions of the strings.,"""apples"", ""oranges"", ""peaches""","def sort_strings(s1, s2, s3):
    return sorted([s1, s2, s3])

result = sort_strings('apples', 'oranges', 'peaches')
print(result)",Data Structures,string,"define sort_strings(s1, s2, s3):
    retrn sorted([s1, s2, s3])

result = sort_strings('apples', 'oranges', 'peaches')
print(result)"
1135,Design a Python script to rank a set of given numbers.,"[3, 8, 2, 9, 5]","def rank(nums): 
    sortedNums = sorted(nums, reverse = True) 
    for i in range(len(sortedNums)): 
        if sortedNums[i] == nums[i]: 
            print (i + 1, end = "" "") 
  
# Driver code 
nums = [3, 8, 2, 9, 5] 
rank(nums)",Syntax,set,"def rank(nums): 
    sortedNums = sorted(nums, reverse = true) 
    for i in range(len(sortedNums)): 
        if sortedNums[i] == nums[i]: 
            print (i + 1, end = "" "") 
  
# Driver code 
nums = [3, 8, 2, 9, 5] 
rank(nums)"
1136,Write a Python script to print out all the leap years from 2001 to 2025.,,"for year in range(2001,2026):
    # leap year condition
    if((year%4 == 0 and year%100 != 0) or year%400 == 0):
        print(year, end=' ')",Syntax,print,"for year in range(2001,2026):
    # leap year condition
    if((year%4 ==== 0 and year%100 !== 0) or year%400 ==== 0):
        print(year, end==' ')"
1137,Create a Python function that takes two numbers and returns the biggest of them.,"x = 3, y = 6","def max_of_two(x, y):
    if x > y:
        return x
    else:
        return y
 
x = 3
y = 6
maximum = max_of_two(x, y)
print('The maximum of', x, 'and', y, 'is', maximum)",Mathematics,number,"define max_of_two(x, y):
    if x > y:
        return x
    else:
        return y
 
x = 3
y = 6
maximum = max_of_two(x, y)
print('The maximum of', x, 'and', y, 'is', maximum)"
1138,Write a Python program to turn a string into Pig Latin.,"string = ""Hello World""","def toPigLatin(s):
   vowels = ('a', 'e', 'i', 'o', 'u', 'A', 'E', 'I', 'O', 'U')
   if s[0] in vowels:
      return s + 'way'
   else:
      return s[1:] + s[0] + 'ay'
      
print(toPigLatin(""Hello World""))",Data Structures,string,"define toPigLatin(s)
   vowels = ('a', 'e', 'i', 'o', 'u', 'A', 'E', 'I', 'O', 'U')
   if s[0] in vowels
      return s + 'way'
   else
      return s[1] + s[0] + 'ay'
      
print(toPigLatin(""Hello World""))"
1139,Write a Python program to multiply two given lists containing integers of the same size.,"list1 = [1, 2, 3]
list2 = [4, 5, 6]","# Create a new list with the elements of both lists 
list1 = [1, 2, 3]
list2 = [4, 5, 6]

# Multipliy each element of 2 lists and store in the 3rd list 
list3 = [] 
for x, y in zip(list1, list2): 
    list3.append(x*y) 

# Print the result 
print(list3)

# Output 
[4, 10, 18]",Mathematics,multiply,"# Create a new list with the elements of both lists 
list1 = [1, 2, 3]
list2 = [4, 5, 6]

# Multipliy each element of 2 lists and store in the 3rd list 
list3 = [] 
for x, y in zip(list1, list2) 
    list3.append(x*y) 

# Print the result 
print(list3)

# Output 
[4, 10, 18]"
1140,"Given a list of words and a length, write a Python program that returns a list of words with length equal or greater than the given length.","words = ['apple', 'toy', 'trees']
length = 5","def search_by_length(words, length):
    result = []
    for word in words:
        if len(word) >= length:
            result.append(word)
    return result

words = ['apple', 'toy', 'trees']
length = 5

print(search_by_length(words, length))",Data Structures,list,"def search_by_length(words, length):
    result = []
    for word in words:
        if len(word) >= length:
            result.apend(word)
    retrn result

words = ['apple', 'toy', 'trees']
length = 5

print(search_by_length(words, length))"
1141,Write a Python program that prints out all possible words from a collection of letters.,"letters = [""a"", ""b"", ""t""]","import itertools

letters = [""a"", ""b"", ""t""]
words = []

# we use itertool's permutations to generate all combinations of letters
Result = itertools.permutations(letters, 3)

# we iterate through the output of itertool's permutation
# and append it to result list of words
for ele in list(Result):
    words.append(''.join(ele))

# printing the result
print(words)",Syntax,print,"import itertools

letters = [""a"", ""b"", ""t""]
words = []

# we use itertool's permutations to generate all combinations of letters
Result = itertools.permutations(letters, 3)

# we iterate through the output of itertool's permutation
# and append it to result list of words
for ele in list(Result):
    words.append(''.join(ele))

# priting the result
prit(words)"
1142,Edit the following Python code to add exception handling for user input.,"name = input('What is your name? ')
print('Hello, ' + name)","try:
  name = input('What is your name? ')
  print('Hello, ' + name)
except:
  print('There was an error parsing your name.')",Testing and Debugging,exception,"try
  name = input('What is your name? ')
  print('Hello, ' + name)
excep
  print('There was an error parsing your name.')"
1143,Write a Python program to convert a query string into a dictionary.,"queryString = ""country=usa&city=ny&lang=en&temp=77""","queryString = ""country=usa&city=ny&lang=en&temp=77""

queryDict = {}

for keyValueString in queryString.split('&'):
 key, value = keyValueString.split('=')
 queryDict[key] = value

print(queryDict)
# Output: {'country': 'usa', 'city': 'ny', 'lang': 'en', 'temp': '77'}",Data Structures,string,"queryString = ""country=usa&city=ny&lang=en&temp=77""

queryDict = {}

for keyValueString in queryString.split('&')
 key, value = keyValueString.split('=')
 queryDict[key] = value

print(queryDict)
# Output {'country' 'usa', 'city' 'ny', 'lang' 'en', 'temp' '77'}"
1144,Write a Python program to generate a list of even numbers between two given numbers.,"Start value = 2
End value = 20","def generate_list(start, end):
    result = []
    for i in range(start, end+1):
        if i%2 == 0:
            result.append(i)
    return result

print(generate_list(2, 20))",Data Structures,list,"def generate_lst(start, end):
    result = []
    for i in range(start, end+1):
        if i%2 == 0:
            result.append(i)
    return result

print(generate_lst(2, 20))"
1145,Design a FOR loop algorithm in Python to print all numbers starting from one to the given number.,10,"for i in range(1, 11): 
    print(i)",Loops,for loop,"for i in range(1, 11) 
    print(i)"
1146,Write a function in Python that takes an integer as a parameter and returns the sum of all its positive divisors,,"def sum_of_divisors(n): 
    divisors = [i for i in range(1,n+1) if n%i == 0] 
    return sum(divisors) 
  
n = 24
print(""Sum of the positive divisors of 24 is:"",sum_of_divisors(n))",Syntax,integer,"define sum_of_divisors(n): 
    divisors = [i for i in range(1,n+1) if n%i == 0] 
    retrn sum(divisors) 
  
n = 24
print(""Sum of the positive divisors of 24 is:"",sum_of_divisors(n))"
1147,Develop a Python script for creating a dictionary with all the occurrences of the words in a sentence.,John and Mary went to the school,"sentence = ""John and Mary went to the school""
words = sentence.split()
word_dict = {}

for word in words:
    if word in word_dict:
        word_dict[word] += 1
    else:
        word_dict[word] = 1

print(word_dict)",Data Structures,dictionary,"sentence = ""John and Mary went to the school""
words = sentence.split()
word_dict = {}

for word in words
    if word in word_dict
        word_dict[word] += 1
    else
        word_dict[word] = 1

print(word_dict)"
1148,Find the largest number in an array using Python.,"Array: [1, 10, 5, 6, 9, 8, 20]","arr = [1, 10, 5, 6, 9, 8, 20]

def largest_number(arr):
  largest = arr[0]
  for num in arr:
    if num > largest:
      largest = num

  return largest

largest = largest_number(arr)
print(largest) # 20",Mathematics,number,"arr = [1, 10, 5, 6, 9, 8, 20]

define largest_number(arr):
  largest = arr[0]
  for num in arr:
    if num > largest:
      largest = num

  return largest

largest = largest_number(arr)
print(largest) # 20"
1149,Create a method in Python that accepts two strings and returns a boolean if the two strings are anagrams.,“listen” and “silent”,"def is_anagram(string1, string2):
    return (sorted(string1) == sorted(string2))

print(is_anagram(""listen"", ""silent"")) # prints True",Data Structures,string,"define is_anagram(string1, string2):
    retrn (sorted(string1) == sorted(string2))

print(is_anagram(""listen"", ""silent"")) # prints True"
